source_sha	source_path	source_blob	target_path	target_sha256	status
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/evolve-task-source-repository.ts	5ffa0689acb390e8ad284d897ad01a94f6fb3efa	server/repositories/evolve-task-source-repository.ts	e2bc318a152fcb810d1194a68b2acac4b43b7ef8d9955ea26298a1f185f6c7be	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/execution-step-log-repository.ts	cf26ff5d5e48af870a4a7ca4834e62e0f5a7e43e	server/repositories/execution-step-log-repository.ts	cb91d3cf77c04087e028a0eec881ea48007c365835dc41fb80e10b899d7e91a6	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/flow-run-repository.ts	99e10a7867881a281dcec4e1a235aa73853de3fe	server/repositories/flow-run-repository.ts	049521c3eeb96a9f15d1d1ecb12e3ecee29e2afb68ec22c8dd8f6cd188c21bec	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/insight-auto-repair-repository.ts	d13028f593cdaec335f996c164fe61857c3a7af7	server/repositories/insight-auto-repair-repository.ts	72b74590ca6dfa669948f6aa463a79a3422d386964894a3baf42028666f8d6db	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/insight-improvement-repository.ts	5c5de967139e9dbdb1df1681aaa3b94acd921fb2	server/repositories/insight-improvement-repository.ts	59eb896f6a69df580cd96d8a5fef93468591d759c64fe7353fc555668f144884	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/lesson-repository.ts	00ab02aa38d5bb4b7f9d8b03393c68735358cb32	server/repositories/lesson-repository.ts	1953b86a8e02ab6b78743013450b348861dbbb577e5e04b9f6a427d51fc574c5	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/node-execution-repository.ts	f3ee02e32017bac1e918f0bd16a07fa6b8cb7b9d	server/repositories/node-execution-repository.ts	38466858fd5ad6addb658045f2ba9fd0146cd7ce173f5065510ac8e24f83b261	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/node-step-traces-repository.ts	f16f6bda48364dfca25768b29bc9c6b58f24a9a1	server/repositories/node-step-traces-repository.ts	c3ebb026bd17091890da979d55e1f39e6b20bff3c86e66acf5d0e1a9f5d15fd3	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/run-log-repository.ts	97ecbe9c051e7022bd66eae9b26fd8556dd3fb28	server/repositories/run-log-repository.ts	2c2a71e42d4d19ffbaf6175f76c8408911206831edd6299f71ec99072d876f46	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/suggestion-outcome-repository.ts	af36de29fcb0013aa42d678ec143002d443107fa	server/repositories/suggestion-outcome-repository.ts	67804990214af2f32c9eb3ffafacbf527dd3bf8c206a8c89f0bd71af80d759e7	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/weakness-list-repository.ts	46062d2d57682d986b754c2bfd694bfe53ac62b8	server/repositories/weakness-list-repository.ts	cd050923217203b8aac5e7214489b958ed05064361db2645a2620849e9807c5e	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/workflow-deploy-history-repository.ts	fa115635c93342638e7c7d3db6fe4c9935d3310d	server/repositories/workflow-deploy-history-repository.ts	9dc79db4c2eb3b47a00dc10493298a1ece3d7f25e9e3e9c589fa1d152e3cdb82	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/workflow-evolution-repository.ts	268299b230d853a21b008387f32c0cdf2b46ad54	server/repositories/workflow-evolution-repository.ts	b653261661759b7aee9f594a3eed130ef2ae4fd7758e5037adc8d73c3c1efeb8	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/repositories/workflow-spec-repository.ts	dfc18c8cf3c34698aea9a22102d550a85bb9a897	server/repositories/workflow-spec-repository.ts	ce4ba0f92fc493cf5add768ccb0fa47909889d798f8926fd23c736339b647468	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/__tests__/evolve-analysis-progress.test.ts	da3bd07760242c8f9dc6492d2263c95450e49de4	server/routes/__tests__/evolve-analysis-progress.test.ts	b0220e2267d7062270e2af4b97aab71da07b6813c04737a7240e76bef0253b3e	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/__tests__/evolve-insight-input.test.ts	711415b1e9bade50584dfde462dedb276ce06113	server/routes/__tests__/evolve-insight-input.test.ts	651b72a96010f352dcd00e059137d8509b3982d9eaa82debf6eecdcdaf72a8d3	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/__tests__/evolve-knowledge.test.ts	8cd4f3b0dbf80c1e5c406fb24fe50eab52a07be4	server/routes/__tests__/evolve-knowledge.test.ts	d0b9d6c5efa71e6b250f5af8d789ea60c43bb494bfb8bd34ec2780697d86bd43	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/__tests__/evolve-repair-isolation.test.ts	98f0e78303ac3202f0212bce435a3113b65862e9	server/routes/__tests__/evolve-repair-isolation.test.ts	f98761de1df17837e16fa20151aec1a58983569396110130158584bd39739613	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/__tests__/evolve-suggestion-batch.test.ts	1dfcfd1a4aa7c1106d6445b21a06fd59e021fc01	server/routes/__tests__/evolve-suggestion-batch.test.ts	cd80188eccdb0460a78ec1dd90ea270b1d615f76e8ac72884517d226b7da5c96	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/__tests__/evolve.test.ts	2b7c322f76328b744ba812618c4c7ee29eaf9ad6	server/routes/__tests__/evolve.test.ts	b2a2dda9f7d0f1e9e7133c3b253b5eefb0ad5e70fe2e4ad2a9ed45640e8bc810	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/evolve-knowledge.ts	ab825501d2aeae694d12fea26700f206c3a5aaa4	server/routes/evolve-knowledge.ts	62f9faa4dff275e1de323a3ac14ee2b0425900542d7bd9df7e32c6f99eebb5c4	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/evolve.ts	3175ca22362b60591fc3cf4584f6bee77244d1d4	server/routes/evolve.ts	c6da137e4a208c35167e11de14fc74fd30ca8d53de0f030852a17fd29f517e4e	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/internal/evolve.ts	f82533dfd1802332c616300093800ac0c01b61dd	server/routes/internal/evolve.ts	74abe405157bc348949930ba47047ff2501c357888383a8a577f53fd8ff3868d	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/routes/internal/task-guard.ts	34820a28c705bc8ba436180cfa174229a8539c1b	server/routes/internal/task-guard.ts	acda8dac6d23cab46e34aa28aad1fb93a01bf0e2801d9690739e5b1e82f7ce92	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/schema.ts	0725938984df07a0f244a2bdeaade38da1a2335f	server/schema.ts	190cdbbc844ede6ece41020ff13b17eafa7a82a5ee03f1e3653285ef16605dbf	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/__tests__/evolve-dispatcher.test.ts	4ad9bf6077803fabc4523d2ea49077d4e5aeaff2	server/services/__tests__/evolve-dispatcher.test.ts	8b64d84c8b6729169753ddc0490fe2fa3b00ffd62bfc598a02eefa4733d45c78	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/baas-command-transport.ts	19f5f6b0312d82f6e386c1b5fe4e9bc6a7790193	server/services/baas-command-transport.ts	de1a02df28ceccff66d12e67b05ec6d124cf8c89a4b8da7fc560041012154293	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/baas-intervention.ts	7307a79547340f55debc927ea9e63bcecc1117df	server/services/baas-intervention.ts	c1b6703a08bebe458eb845ebba660577eb6113e6bce391f62d300ae513395529	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolution/contracts.ts	997949d19c3ce2eb7fd4ec604b089e5746ed4359	server/services/evolution/contracts.ts	44f1158a33b8534fd8d5e530bfec861ca774423e63ce4a7cc68f777d37bc38a6	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolution/evidence-presentation.ts	21a6e79ffdd81aea1475b42eafd3a4a75e7f58bb	server/services/evolution/evidence-presentation.ts	4bd90c6aad8b5db134b3d474a63f118b393072923b9c739e5d07a9140ce9cc4e	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/__tests__/artifact-ref.test.ts	736334fad29f1fd8e7a1e55abb22b83c702a0dca	server/services/evolve/__tests__/artifact-ref.test.ts	48a70b2ae88e5754325f511e179e71862ff1e0c53cddfdc24cd2f9037cf6859a	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/__tests__/artifact-url.test.ts	a80f35509cc9449e6d2ba3c2f8e3217f58c8660e	server/services/evolve/__tests__/artifact-url.test.ts	6b3a0051500caed2f77e6b3a37967b466c8ecc17fafbc1900e56c97a1d374c1b	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/__tests__/candidate-version-service.test.ts	646063fd5dc1416ef875b07493513ecd06006de7	server/services/evolve/__tests__/candidate-version-service.test.ts	499a3a1d68d58b65903e0d302ec166d2dd66f01b906981d07b67a252733ee6e4	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/__tests__/insight-plan-source-adapter.test.ts	8ce58ca6506242bd0fd268ae537e3f9f646a8e9f	server/services/evolve/__tests__/insight-plan-source-adapter.test.ts	8019bf5af77d04fa595d3d979bcbdffa454761c1d724cab97f983ec2f71f2837	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/__tests__/suggestion-apply-timeout.test.ts	11c90b6c553c3e8cb17c0bfc4c4480b46f5e396e	server/services/evolve/__tests__/suggestion-apply-timeout.test.ts	b098fe8c48e946b5eab676bc566d9650bcef67afacbb2dd9ba420f6ae018a9c2	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/__tests__/task-source-service.test.ts	b2ba814d1c08687fdd2ae1c1c3b60c52b93d9b3c	server/services/evolve/__tests__/task-source-service.test.ts	9dc236f63a446b6cf4ecfda0f4cb43f0651b3828d79c7e191caf1107e4feb826	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/adapters/insight-plan-source-adapter.ts	b7443ae3bfb32c22d03a6868f61dfbdec27d7716	server/services/evolve/adapters/insight-plan-source-adapter.ts	ded243af476261d8db467d8e0390dca8bd4e0d9f9f81b2b828cbb5a785b021b1	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/artifact-ref.ts	a4c68cb83e1d7fdf2a045ea95953d67307b93295	server/services/evolve/artifact-ref.ts	5f6a3b3d40b760b50d294cd2205f7d2b6a1c68f374e03fde4aeac6200169d5ac	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/artifact-url.ts	4b543ef738078ced20ccbde82de42ec98845ea6f	server/services/evolve/artifact-url.ts	f897e8926d85fadad8f338a0f3a1fa7b006befb56ae63dd998ec88055001d489	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/candidate-version-service.ts	106a60d338beae089e934e84b9d3c4aac0065f49	server/services/evolve/candidate-version-service.ts	896fb00777b9bf2e803c42e93068a88773d898e30f556a42867dca0a0032f304	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/command.ts	5328cfd29a51cd3414834ef7e9f59a852ca9dc3b	server/services/evolve/command.ts	9cf7117cbc2d000e408eb12b34895f449755d509f7f81455ae1ec7972c57f230	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/insight-plan-step-service.ts	fccdd677aa41d1ed6f66f2c6c774f2c2305208e7	server/services/evolve/insight-plan-step-service.ts	6f79552cb9a29a29869a1d28e6281bebd7b6eeb7cf7cb8b9228aa068d870d0ad	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/insight-task-service.ts	a3501e300a86af65909f00d9857e0eb8146eb3a8	server/services/evolve/insight-task-service.ts	db60269c62733e45a98ba1b62446369c84b4a77e22bcbbced95c2aff7f84e1c9	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/plan-source-contract.ts	c7b566d15747c7f5e9f2863738e2ca6aa8cf1bb1	server/services/evolve/plan-source-contract.ts	de468b631b48dc095ff4b2f8a7267ba9f2407cc9f796c721a29d1ff6788d7034	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/run-analysis-timeout.ts	97c4e998c7578a394fbdeb8d1f62f82e49d51fe7	server/services/evolve/run-analysis-timeout.ts	feeb853eb88fb2167c4cd25876975072e481967ec2bc31e8140a440cea360769	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/suggestion-apply-timeout.ts	676584ebff47ffb2d756a8eccbdba43f0b322e58	server/services/evolve/suggestion-apply-timeout.ts	2c2ee9954c1f900cd95e74d9e1a6c4b5c2c706c357624e4bc61210a17b1bc283	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/task-registry.ts	83f6e0d49c0e83557f720420a6458533a8d0514a	server/services/evolve/task-registry.ts	ad168a1e6bce2b915f6bd5ba9ce335026fa9616ae96fdd9044c8f5ea714f3300	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/task-source-service.ts	527207a736c3ccff9af9c796bad6e93ac322586f	server/services/evolve/task-source-service.ts	0f7831f230785887b829603df09a99c08ba4b812c7a6a0ed72c3b6f3d8fb0c5b	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve/task-start.ts	a2b75402c31befee4fa091db9b5a0a059fac97a2	server/services/evolve/task-start.ts	f43ef04c00e75d8185b6523946071a098ff994fdcb1aa89ce117c6f8a7da60db	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/evolve-dispatcher.ts	f305d4f146e87cd0696cf771de29ea96877dbc82	server/services/evolve-dispatcher.ts	813f9d267ce113f1e9c8988a00062453f735e92d076dca3aa51e628d33636596	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/insight/admin-consent.ts	4d79ebaad2747865844feb3617336166aaa690c0	server/services/insight/admin-consent.ts	5dba1d2afb00a7751614b7ee3c070e6d69516855a7644593a26cf31f02990ad4	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/insight/auto-repair-policy.ts	04e88588c2cbc2cc65ab4372d83bc0a91006ed31	server/services/insight/auto-repair-policy.ts	41b46a295cfb4b84a5e6c10ac703b008417729bf3c1e80ef8dc99ed6d7d08f6b	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/insight/contracts.ts	e171c6318fad41f59fa18cf3fe6a74c65313ee51	server/services/insight/contracts.ts	1a8288e6e9f125e6c15ad3583f3c03acfa02bf44e6ad79beab2867ed2914a1fd	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/insight/evidence-validation.ts	fadfb8fec30ccab08a2e99fcf77347fe7220d00a	server/services/insight/evidence-validation.ts	2921f1855e435b4280993bd7ea0c10bad90596140385caa4f19cee759666741f	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/insight/governance-item.ts	d6ee5d5c035890849e0b92da269b886b39ed897c	server/services/insight/governance-item.ts	b62d39059855c61b0a1f47f5b48c4c18c4863e84e87e11b987db40cdddb3671c	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/insight/governance-rule-provider.ts	191aab03fda32bbe885555ca91ba9270d5e91256	server/services/insight/governance-rule-provider.ts	af4e5337cd4e232dac5ce5e002532cae2b5bc406c4574c744612de8d0dfcd41c	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/insight/providers/insight-read-provider.ts	d70af148763ee2fe82cb43f253c03263e1c4d7f5	server/services/insight/providers/insight-read-provider.ts	9e8a9e3316904132eef61823a2f225866a7169417d41bc6faef9d6777f97b781	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/object-storage/oss-object-store.ts	e6a349e76953ee41ee97edfce9d434cdae4f064a	server/services/object-storage/oss-object-store.ts	027ea110fca210b58a2c3a7833cba1572c90ebdd977d4f962bf9ec9602eb487f	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/suggestion-panel-service.ts	13248b2763923b1d2ee0e95fc22e2e1768e473c6	server/services/suggestion-panel-service.ts	ec365a8c21965c1c1084eac62916454570b4a6a6254e3fc78b95e6963bf953e4	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/workflow-access.ts	ee9cc06de007931dd6403784dc04b57d7ab6affe	server/services/workflow-access.ts	3e46f06a4dac35572eb3d24788c20f0f40e3e6fc5f0016075e690cdfc22fc775	copied
-	-	-	server/types/express.d.ts	65a2eea7144a9663dbecb73de0921babbef8ee097b6ca20b6fc417af4f5ba7ac	module-scaffold
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/workflow.ts	fc25f1ee7b4484a37b453d0b59a778a08b3edf9c	server/workflow.ts	a0558c8fe1848eebecb001629c77457ea7d0571bc82fa4ae79ab24c3959a402a	copied
-	-	-	tsconfig.json	a55d7c273433d3bc88171a97c79ee6ce3cdd6d81f9e0c627e1fc4df86ab05406	module-scaffold
-	-	-	tsconfig.web.json	67b6ca4fc1e79a1f4ca73de8124c7e0b6c7df4c120be2bc28eae38a65fb7c6e9	module-scaffold
-	-	-	vite.config.ts	2535bbddc65759132f32ebaa9acf8eefaeb6feafb287fab81e350815237426dc	module-scaffold
-	-	-	web/index.d.ts	9d2c8a2278a420139114f0d19a17c759fcd5146bef92054c85623f5586d5f230	module-scaffold
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/api/client.ts	cee53fdf68b60d53ee772b268d3a5d9dc8e46bc9	web/src/api/client.ts	41ce3a26d4b2ac72fda1bd20d912efb1924739dad705dd59b6704307830fb886	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/api/hooks.ts	c7491602ce60d148794988580ad5dca72c5439ac	web/src/api/hooks.ts	81beb8faa6594c9616f05aaff99b246b98896b257ef4b7d7d5445c6b4d58c4db	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/api/insight.ts	b1cfa87c5af967a34b9c35d899a0b1edd41bcce7	web/src/api/insight.ts	bb9fcab4e7d356203efbf97fdb9941f4232cdf420d6ccd8b67c061b45cd3d678	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/bench/i18n.ts	8b61bf22190eaed19befbe998a528a7de2c2a29c	web/src/bench/i18n.ts	e3054bfa2fb87d20592915514b1579fd33f6da29d7b83afa467c4435b096a694	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/bench/session.ts	0a2ac1a3c0f11904ce4d0d3fe28a096be3072661	web/src/bench/session.ts	6e566b2df6169090e08410460bc51b033e975faaed75702182535483b3f0f93e	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/bench/token.ts	a6d44b8878ba83017d8134202e04616bd42c5cc0	web/src/bench/token.ts	fe32e0af1503dd1fa074b1ad6659b34a4f92f275618aa378870b9d9f9880d4b2	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/bench/ui-state.tsx	6650e99412448ca6c9af8291180fff26b4bb133c	web/src/bench/ui-state.tsx	27281d49263e42ab28a1b6c97f9efcb93460c299dc50276a1be4bb28c17f2c10	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/components/EvolveBotPicker.tsx	da03e19ab332f787850702550e3d19abfb12784b	web/src/components/EvolveBotPicker.tsx	4bac4c6f47b1adf5008cd50393b9e5e54928cbf53d8fffebddcba809fa6bad98	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/components/EvolveModelFields.tsx	ba96a333fd32e7c9f3addd112c214a86929a9efd	web/src/components/EvolveModelFields.tsx	a1f748674b2ef88de14ff387cb75f13908ca6ab1c754bfb50ef710e643b394da	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/components/EvolveTaskOverview.tsx	b356cf04dc55b83357dc76d87d469869bd74e261	web/src/components/EvolveTaskOverview.tsx	e434957fa8e975a81c6b894c4a9477553ea24d6437f44d3fd520705f64122446	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/components/evolveBotIdentity.ts	bd172d095c5f5dc0c30a4e2b553f984cbbdc4763	web/src/components/evolveBotIdentity.ts	6ca0e544e5749e86e42a385c6c2b6a70520c77a94e532abc6136ad20a4620206	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/features/evolve/__tests__/task-presentation.test.ts	51321c6c7e19f18107b89d4c6802047b990e2958	web/src/features/evolve/__tests__/task-presentation.test.ts	20d0ac95bfd8527faded815ab392f1eee9992bfabb895fc06a7c978627e3e0e0	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/features/evolve/admin-scope.tsx	6019216943db1fc2b5981dd93edeaf7d54b208e8	web/src/features/evolve/admin-scope.tsx	c49e2cd9a5634c131f29c57e9d52c2135799eeb739ab67088ea3e7b0a8ecf6c4	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/features/evolve/task-presentation.ts	f9f5f2b92ce0a118bcf43f05ea6ca2fa94c05b03	web/src/features/evolve/task-presentation.ts	2460010e24c20c8f166df38ab445f9e7197a095bbe3493910208473a0b19a500	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/features/evolve/task-registry.ts	aadd196a881b2bf95394c953944bc5ac2252cdaf	web/src/features/evolve/task-registry.ts	99e6a4a9c8bfb4e368af531966e8752ef97cadbaa2562c65e86f1569bd0b2f44	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/hooks/useClientUser.ts	40d828bd77386e489ceb9342bdcb543f2403e262	web/src/hooks/useClientUser.ts	4f348b09c62514e0a777afa58ecf9f27910b483ef16487a77dd378f99735810a	adapted
-	-	-	web/src/index.ts	b0631c3b849b68ab235e2df56a0c73d891b5244ecf484956f6bd1ce09b9d3567	module-scaffold
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/BenchDomains.tsx	43338f04d2414ed582fc2e07c9c262be87e8b930	web/src/pages/BenchDomains.tsx	2c799a479b30d653ca7339bba68ae2733f37d7ea8d144072823f91a00435784d	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/BenchRunDetail.tsx	9f95f47c9860c3866f57473148363288340ab25d	web/src/pages/BenchRunDetail.tsx	9d49e94bbc2fff35ec86e295a44fef4ba7e2158db44a44fdd504ceddab05fd89	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/BenchTemplateDetail.tsx	cc8cf7d0cae43877aee79b66291200cf1d58cbec	web/src/pages/BenchTemplateDetail.tsx	e265d29bd1b9999e095c8ce6f7fdbdbefaf5862aa8320e9ff95e5d825c2eecc7	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/Evolve.tsx	eb0fc114d9a13e972cf53af97eb9210620040e5f	web/src/pages/Evolve.tsx	0271dc8b4f5660f99d36048ad52484b9dfc4f23ffe18c3983bfc0fae2d4297d1	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/InsightCenter/utils.ts	3afeabd8776d8ffb389cdaca3ab3caa7c19785ec	web/src/pages/InsightCenter/utils.ts	4c951e4358979a27081e9ebe055bfdd5199c48b9c80e219c3ba8e3a23f94f476	copied
